ID,OBJECTID,ISO,P_Code,M_Code,Municipality,Area (km2),Avg. Elevation (m),Perimeter (m),Coastline length (m),C/P Ratio,Distance to coastline (m. mean),Distance to coastline (m. stdev),Ruggedness index (mean),Ruggedness index (stdev),Slope (mean),Slope (stdev),Landuse (Most common),Population 2010 census,Population 2013 est.,Population 2015 census,Pop. Density 2015 per km2,Poverty (%),Avg. Windspeed (km/h),Distance from typhoon path (km),Area Flooded (%),Rainfallme,Surge Height int. (m),Surge risk class (REACH),People affected,People affected (% 2010),Houses damaged,rain_oct18-20,rain oct11-18
,286,PHL,PH030000000,PH034932000,ZARAGOZA,77.507,,,,,,,,,,,,,,49387,637.1940599,4.284528317,40,281.1889314,,852,,,,,,287.2,564.8
,287,PHL,PH030000000,PH035401000,ANGELES CITY,121.14,,,,,,,,,,,,,,411634,3398.002311,0.814558564,40,319.1566997,,958.2222254,,,,,,347.2564907,610.9657347
,288,PHL,PH030000000,PH035402000,APALIT,57.626,,,,,,,,,,,,,,107965,1873.546663,2.810169962,40,332.0423296,,811.9720669,,,,,,240.2653399,571.7067269
,289,PHL,PH030000000,PH035403000,ARAYAT,187.243,,,,,,,,,,,,,,133492,712.9345289,2.684805082,40,309.8531548,,943.9333333,,,,,,340.2,603.7333333
,290,PHL,PH030000000,PH035404000,BACOLOR,83.635,,,,,,,,,,,,,,39460,471.8120404,2.017232641,40,329.6539138,,925.163278,,,,,,340.4726447,584.6906333
,291,PHL,PH030000000,PH035405000,CANDABA,208.114,,,,,,,,,,,,,,111586,536.1772874,4.667252164,40,313.7403741,,878.2468217,,,,,,314.5429267,563.703895
,292,PHL,PH030000000,PH035406000,FLORIDABLANCA,135.004,,,,,,,,,,,,,,125163,927.1058635,1.784872526,40,340.9719303,,883.6627492,,,,,,295.3467596,588.3159896
,293,PHL,PH030000000,PH035407000,GUAGUA,44.879,,,,,,,,,,,,,,117430,2616.591279,1.939027506,40,336.0675073,,912.3392719,,,,,,327.5012883,584.8379835
,294,PHL,PH030000000,PH035408000,LUBAO,165.167,,,,,,,,,,,,,,160838,973.7901639,2.292368719,40,346.4955959,,851.45,,,,,,290.45,561
,295,PHL,PH030000000,PH035409000,MABALACAT CITY,97.637,,,,,,,,,,,,,,250799,2568.6881,0.904309826,40,313.5607203,,927.0519954,,,,,,319.2084757,607.8435197
,296,PHL,PH030000000,PH035410000,MACABEBE,90.31,,,,,,,,,,,,,,75850,839.8848411,3.455504285,40,345.4914993,,810.4467756,,,,,,272.0098054,538.4369702
,297,PHL,PH030000000,PH035411000,MAGALANG,96.988,,,,,,,,,,,,,,113147,1166.60824,1.706629429,40,307.4271348,,957.2804351,,,,,,321.6424076,635.6380275
,298,PHL,PH030000000,PH035412000,MASANTOL,67.652,,,,,,,,,,,,,,57063,843.4783894,3.751993411,40,347.2903786,,787.6371814,,,,,,275.3049367,512.3322447
,299,PHL,PH030000000,PH035413000,MEXICO,124.459,,,,,,,,,,,,,,154624,1242.368973,1.90332678,40,320.3671889,,951.05,,,,,,359.45,591.6
,300,PHL,PH030000000,PH035414000,MINALIN,52.057,,,,,,,,,,,,,,47713,916.5530092,2.548571668,40,335.3433884,,876.935765,,,,,,292.421253,584.5145121
,301,PHL,PH030000000,PH035415000,PORAC,297.435,,,,,,,,,,,,,,124381,418.1787617,2.808306735,40,328.8812867,,900.1,,,,,,277.4,622.7
,302,PHL,PH030000000,PH035416000,CITY OF SAN FERNANDO (Capital),70.162,,,,,,,,,,,,,,306659,4370.727744,0.941762675,40,325.3630696,,914.027579,,,,,,335.1256825,578.9018965
,303,PHL,PH030000000,PH035417000,SAN LUIS,48.09,,,,,,,,,,,,,,54106,1125.098773,3.77592134,40,323.2823415,,862.0057456,,,,,,289.6406592,572.3650863
,304,PHL,PH030000000,PH035418000,SAN SIMON,55.183,,,,,,,,,,,,,,53198,964.028777,2.47189744,40,327.4315541,,831.4581665,,,,,,258.1318683,573.3262981
,305,PHL,PH030000000,PH035419000,SANTA ANA,37.473,,,,,,,,,,,,,,55178,1472.473514,2.533618471,40,317.7633299,,911.1570687,,,,,,325.4161955,585.7408733
,306,PHL,PH030000000,PH035420000,SANTA RITA,21.662,,,,,,,,,,,,,,40979,1891.745915,2.142560824,40,332.9387632,,932.9107792,,,,,,332.1290569,600.7817223
,307,PHL,PH030000000,PH035421000,SANTO TOMAS,13.87,,,,,,,,,,,,,,40475,2918.168709,2.312538604,40,330.2986917,,833.8078632,,,,,,250.4292204,583.3786427
,308,PHL,PH030000000,PH035422000,SASMUAN (Sexmoan),40.119,,,,,,,,,,,,,,28004,698.0233804,3.942293958,40,345.7993514,,847.6630316,,,,,,306.3994447,541.2635869
,309,PHL,PH030000000,PH036901000,ANAO,25.459,,,,,,,,,,,,,,11528,452.8064732,3.278972935,40,257.4795193,,852.3798767,,,,,,292.4415346,559.9383421
,310,PHL,PH030000000,PH036902000,BAMBAN,207.694,,,,,,,,,,,,,,69466,334.4632007,1.946275876,40,313.8430481,,929.6418009,,,,,,317.6256804,612.0161205
,311,PHL,PH030000000,PH036903000,CAMILING,131.537,,,,,,,,,,,,,,83248,632.8865642,1.923169325,40,271.3626805,,810.0120743,,,,,,315.6925922,494.3194821
,312,PHL,PH030000000,PH036904000,CAPAS,446.955,,,,,,,,,,,,,,140202,313.6825855,2.82948888,40,305.6971674,,846.55,,,,,,340.85,505.7
,313,PHL,PH030000000,PH036905000,CONCEPCION,213.258,,,,,,,,,,,,,,154188,723.0115635,2.839390873,40,297.049332,,945.623104,,,,,,305.1858891,640.4372149
,314,PHL,PH030000000,PH036906000,GERONA,122.457,,,,,,,,,,,,,,87531,714.7896813,3.340530783,40,273.9413622,,864.7023776,,,,,,305.6627547,559.0396228
,315,PHL,PH030000000,PH036907000,LA PAZ,115.782,,,,,,,,,,,,,,64017,552.9097787,3.455332177,40,283.8559363,,845.3269365,,,,,,277.5416638,567.7852727
,316,PHL,PH030000000,PH036908000,MAYANTOC,240.392,,,,,,,,,,,,,,32232,134.081001,4.895755771,40,288.2872158,,795.25,,,,,,364.15,431.1
,317,PHL,PH030000000,PH036909000,MONCADA,101.834,,,,,,,,,,,,,,57787,567.4627335,3.409071244,40,260.2967434,,806.7617208,,,,,,288.3209659,518.4407548
,318,PHL,PH030000000,PH036910000,PANIQUI,106.742,,,,,,,,,,,,,,92606,867.5685297,2.423169125,40,267.7140906,,831.876329,,,,,,302.8539919,529.0223371
,319,PHL,PH030000000,PH036911000,PURA,32.144,,,,,,,,,,,,,,23712,737.680438,2.618927126,40,267.9621251,,849.8861611,,,,,,304.4664322,545.4197289
,320,PHL,PH030000000,PH036912000,RAMOS,25.757,,,,,,,,,,,,,,21350,828.9008813,4.50117096,40,263.2839092,,840.501636,,,,,,302.7710758,537.7305603
,321,PHL,PH030000000,PH036913000,SAN CLEMENTE,71.362,,,,,,,,,,,,,,12657,177.3633026,4.163703879,40,276.6147108,,838.2620185,,,,,,365.7621258,472.4998927
,322,PHL,PH030000000,PH036914000,SAN MANUEL,32.706,,,,,,,,,,,,,,25504,779.7957561,3.795483061,40,249.9801421,,825.9874479,,,,,,303.010839,522.9766088
,323,PHL,PH030000000,PH036915000,SANTA IGNACIA,131.597,,,,,,,,,,,,,,47538,361.239238,2.696789936,40,280.1590613,,839.6,,,,,,359.7,479.9
,324,PHL,PH030000000,PH036916000,CITY OF TARLAC (Capital),262.695,,,,,,,,,,,,,,342493,1303.766726,2.229534618,40,284.5211428,,892.3666667,,,,,,322.4666667,569.9
,325,PHL,PH030000000,PH036917000,VICTORIA,109.743,,,,,,,,,,,,,,63715,580.5837274,3.063642784,40,271.7513271,,852.2135974,,,,,,284.3255332,567.8880642
,326,PHL,PH030000000,PH036918000,SAN JOSE,596.562,,,,,,,,,,,,,,36253,60.76987807,7.833834441,40,299.6923524,,810.275,,,,,,351.075,459.2
,327,PHL,PH030000000,PH037101000,BOTOLAN,669.103,,,,,,,,,,,,,,57707,86.24531649,3.396468366,40,325.88868,,674.6428571,,,,,,227.3,447.3428571
,328,PHL,PH030000000,PH037102000,CABANGAN,206.185,,,,,,,,,,,,,,25163,122.0408856,4.693399038,40,337.0378772,,616.85,,,,,,170.2,446.65
,329,PHL,PH030000000,PH037103000,CANDELARIA,422.98,,,,,,,,,,,,,,27174,64.2441723,3.462868919,40,290.5337814,,558.8,,,,,,225.2,333.6
,331,PHL,PH030000000,PH037105000,IBA (Capital),140.588,,,,,,,,,,,,,,50506,359.2483,2.405654774,40,319.3899435,,636.7255338,,,,,,230.0179805,406.7075533
,332,PHL,PH030000000,PH037106000,MASINLOC,248.818,,,,,,,,,,,,,,47719,191.7827488,2.820679394,40,301.3568651,,548.3666667,,,,,,213.8666667,334.5
,334,PHL,PH030000000,PH037108000,PALAUIG,309.209,,,,,,,,,,,,,,34947,113.020643,4.672790225,40,310.7795438,,559.0666667,,,,,,191.2333333,367.8333333
,335,PHL,PH030000000,PH037109000,SAN ANTONIO,167.53,,,,,,,,,,,,,,34661,206.8942876,1.99071002,40,366.0481693,,559.5082242,,,,,,119.3753427,440.1328814
,336,PHL,PH030000000,PH037110000,SAN FELIPE,114.547,,,,,,,,,,,,,,23183,202.3885392,3.079842988,40,345.7498626,,641.0747468,,,,,,172.0606176,469.0141292
,337,PHL,PH030000000,PH037111000,SAN MARCELINO,420.498,,,,,,,,,,,,,,33665,80.05983382,3.638794,40,343.6645088,,772.8666667,,,,,,202.8,570.0666667
,338,PHL,PH030000000,PH037112000,SAN NARCISO,72.984,,,,,,,,,,,,,,28360,388.5783185,2.570521862,40,352.221921,,624.8458317,,,,,,162.2301244,462.6157073
,339,PHL,PH030000000,PH037113000,SANTA CRUZ,460.323,,,,,,,,,,,,,,58151,126.3265142,3.874395969,40,279.764793,,572.1,,,,,,247.9,324.2
,341,PHL,PH030000000,PH037701000,BALER (Capital),99.573,,,,,,,,,,,,,,39562,397.3165416,2.530205753,50,221.5165986,,584.0106377,,,,,,189.8467019,394.1639359
,342,PHL,PH030000000,PH037702000,CASIGURAN,419.885,,,,,,,,,,,,,,24313,57.90394989,5.696540945,59.68314628,152.1952233,,313.95,,,,,,158.075,155.875
,343,PHL,PH030000000,PH037703000,DILASAG,495.203,,,,,,,,,,,,,,15835,31.97678528,6.251973476,61.13531487,134.1889745,,272.225,,,,,,148.525,123.7
,344,PHL,PH030000000,PH037704000,DINALUNGAN,326.197,,,,,,,,,,,,,,11322,34.70908684,5.873520579,52.65347775,164.3251556,,347.0333333,,,,,,170.9333333,176.1
,345,PHL,PH030000000,PH037705000,DINGALAN,354.353,,,,,,,,,,,,,,25482,71.91134264,3.433796405,40.00001507,278.1895851,,800.025,,,,,,196.1,603.925
,346,PHL,PH030000000,PH037706000,DIPACULAO,400.558,,,,,,,,,,,,,,29736,74.23644017,4.210384719,50,193.4907449,,438.7666667,,,,,,162.5333333,276.2333333
,347,PHL,PH030000000,PH037707000,MARIA AURORA,335.512,,,,,,,,,,,,,,40734,121.4084742,4.148868267,48.69398986,224.8090277,,658.6666667,,,,,,192.6666667,466
,348,PHL,PH030000000,PH037708000,SAN LUIS,598.272,,,,,,,,,,,,,,27352,45.71833547,4.368967534,42.88475862,239.6125652,,679.3,,,,,,214.375,464.925
,367,PHL,PH040000000,PH041019000,NASUGBU,266.538,,,,,,,,,,,,,,134113,503.1665278,4.344843527,40,423.0853411,,474.45,,,,,,30.6,443.85
,387,PHL,PH040000000,PH042105000,CAVITE CITY,11.882,,,,,,,,,,,,,,102806,8652.247096,2.481372683,40,388.1591176,,560.4459407,,,,,,84.63261951,475.8133212
,395,PHL,PH040000000,PH042113000,MARAGONDON,141.675,,,,,,,,,,,,,,37720,266.2431622,3.926299046,40,409.9450812,,495.1612098,,,,,,38.19293908,456.9682707
,398,PHL,PH040000000,PH042116000,NOVELETA,5.159,,,,,,,,,,,,,,45846,8886.605931,1.151681717,40,383.0511533,,588.1,,,,,,76.1,512
,403,PHL,PH040000000,PH042121000,TERNATE,46.554,,,,,,,,,,,,,,23157,497.4223482,5.94636611,40,408.5061221,,487.709031,,,,,,37.15116093,450.5578701
,437,PHL,PH040000000,PH045602000,ALABAT,60.38,,,,,,,,,,,,,,15630,258.8605499,4.952015355,40,373.2666421,,1005.290228,,,,,,64.69757378,940.5926543
,438,PHL,PH040000000,PH045603000,ATIMONAN,221.201,,,,,,,,,,,,,,63432,286.7618139,3.236536764,40,392.5948193,,915.2,,,,,,66.76666667,848.4333333
,440,PHL,PH040000000,PH045606000,BURDEOS,264.893,,,,,,,,,,,,,,26760,101.0219221,9.502989537,40,292.5560763,,762.5666667,,,,,,130.7666667,631.8
,441,PHL,PH040000000,PH045607000,CALAUAG,312.322,,,,,,,,,,,,,,73139,234.1781879,6.65581974,40,369.612504,,811.4,,,,,,62.16666667,749.2333333
,446,PHL,PH040000000,PH045617000,GENERAL NAKAR,1321.833,,,,,,,,,,,,,,29705,22.47258163,7.301801044,40,315.2496654,,671.6916667,,,,,,144.9,526.7916667
,448,PHL,PH040000000,PH045619000,GUMACA,185.168,,,,,,,,,,,,,,73877,398.9728247,3.32985909,40,394.1738027,,637.2498563,,,,,,43.54376789,593.7060884
,449,PHL,PH040000000,PH045620000,INFANTA,172.224,,,,,,,,,,,,,,69079,401.0997306,3.490206865,40,332.1363584,,569,,,,,,106.55,462.45
,450,PHL,PH040000000,PH045621000,JOMALIG,51.827,,,,,,,,,,,,,,7417,143.1107338,9.613051099,40,299.5035033,,1049.659017,,,,,,161.9056983,887.7533185
,451,PHL,PH040000000,PH045622000,LOPEZ,376.217,,,,,,,,,,,,,,95167,252.9577345,5.619595028,40,391.2399582,,647.85,,,,,,52.175,595.675
,455,PHL,PH040000000,PH045627000,MAUBAN,409.47,,,,,,,,,,,,,,63819,155.857572,4.732133064,40,373.8528971,,686.2333333,,,,,,96.63333333,589.6
,459,PHL,PH040000000,PH045631000,PANUKULAN,179.58,,,,,,,,,,,,,,13546,75.43156253,9.360696885,40,290.4298184,,778.9806623,,,,,,131.6763506,647.3043117
,460,PHL,PH040000000,PH045632000,PATNANUNGAN,95.878,,,,,,,,,,,,,,14606,152.3394314,11.01602081,40,297.4117544,,893.6701242,,,,,,145.55167,748.1184542
,461,PHL,PH040000000,PH045633000,PEREZ,52.403,,,,,,,,,,,,,,12173,232.2958609,9.447137107,40,369.9822925,,1032.233333,,,,,,83.48750539,948.7458274
,463,PHL,PH040000000,PH045635000,PLARIDEL,18.434,,,,,,,,,,,,,,10935,593.1973527,4.535893919,40,392.0554902,,727.0521662,,,,,,39.59607824,687.456088
,464,PHL,PH040000000,PH045636000,POLILLO,234.921,,,,,,,,,,,,,,30582,130.1799328,5.944673337,40,312.0603256,,738.1,,,,,,110.25,627.85
,465,PHL,PH040000000,PH045637000,QUEZON,75.663,,,,,,,,,,,,,,15228,201.2608541,7.505910165,40,375.8655928,,843.2553003,,,,,,58.12180744,785.1334928
,466,PHL,PH040000000,PH045638000,REAL,350.689,,,,,,,,,,,,,,35979,102.5951769,4.769448845,40,349.2054067,,457.25,,,,,,86.2,371.05
,478,PHL,PH040000000,PH045802000,CITY OF ANTIPOLO,263.377,,,,,,,,,,,,,,776386,2947.812451,0.516238057,40,347.0713448,,552.64484,,,,,,95.9050535,456.7397865
,484,PHL,PH040000000,PH045808000,RODRIGUEZ (MONTALBAN),235.065,,,,,,,,,,,,,,369222,1570.722992,1.496931385,40,335.5733603,,607.65,,,,,,107.65,500
,488,PHL,PH040000000,PH045812000,TANAY,283.79,,,,,,,,,,,,,,117830,415.2013813,3.598404481,40,347.9540523,,531.95,,,,,,82.75,449.2
,510,PHL,PH050000000,PH051602000,CAPALONGA,253.978,,,,,,,,,,,,,,32215,126.8416949,8.24460655,40,339.0198951,,917.9,,,,,,103.3,814.6
,511,PHL,PH050000000,PH051603000,DAET (Capital),50.188,,,,,,,,,,,,,,104799,2088.128636,3.115487743,40,337.0234117,,985.684107,,,,,,141.0069947,844.6771123
,513,PHL,PH050000000,PH051605000,JOSE PANGANIBAN,176.179,,,,,,,,,,,,,,59639,338.5136708,5.099012391,40,333.0436883,,806.1133722,,,,,,107.779523,698.3338492
,514,PHL,PH050000000,PH051606000,LABO,628.224,,,,,,,,,,,,,,101082,160.9012072,4.863378247,40,344.5756517,,775.52,,,,,,103.62,671.9
,515,PHL,PH050000000,PH051607000,MERCEDES,117.935,,,,,,,,,,,,,,50841,431.0933989,7.570661474,40,346.4797242,,887.9005789,,,,,,117.4556326,770.4449463
,516,PHL,PH050000000,PH051608000,PARACALE,157.295,,,,,,,,,,,,,,59149,376.0386535,5.393159648,40,328.9818935,,748.05,,,,,,99.8,648.25
,518,PHL,PH050000000,PH051610000,SANTA ELENA,202.836,,,,,,,,,,,,,,40786,201.078704,8.169469916,40,355.4577508,,870.2,,,,,,76.9,793.3
,519,PHL,PH050000000,PH051611000,TALISAY,31.827,,,,,,,,,,,,,,25841,811.9206963,4.427073256,40,334.3901526,,997.4376569,,,,,,146.345947,851.0917099
,520,PHL,PH050000000,PH051612000,VINZONS,94.051,,,,,,,,,,,,,,43485,462.3555305,7.400252961,40,323.9178704,,854.1495908,,,,,,138.4282518,715.7213391
,531,PHL,PH050000000,PH051711000,CARAMOAN,273.513,,,,,,,,,,,,,,47605,174.050228,8.763785317,40,326.2200396,,612.625,,,,,,64.15,548.475
,534,PHL,PH050000000,PH051714000,GARCHITORENA,244.834,,,,,,,,,,,,,,27010,110.3196451,9.059607553,40,329.8671071,,737.5,,,,,,58,679.5
,555,PHL,PH050000000,PH051735000,SIRUMA,129.03,,,,,,,,,,,,,,17764,137.6734093,9.440441342,40,332.0076314,,924.3719746,,,,,,105.5559588,818.8160159
,557,PHL,PH050000000,PH051737000,TINAMBAC,328.845,,,,,,,,,,,,,,67572,205.4828263,7.399514592,40,344.0178635,,873.6333333,,,,,,68.66666667,804.9666667
,558,PHL,PH050000000,PH052001000,BAGAMANOC,68.264,,,,,,,,,,,,,,11551,169.2107114,6.475629816,40,287.8197533,,435.3558764,,,,,,74.59887995,360.7569964
,559,PHL,PH050000000,PH052002000,BARAS,71.127,,,,,,,,,,,,,,12848,180.6346394,7.020547945,40,308.6089509,,365.2543984,,,,,,56.42107096,308.8333274
,561,PHL,PH050000000,PH052004000,CARAMORAN,281.463,,,,,,,,,,,,,,30056,106.784906,7.8985893,40,300.8452894,,535.7666667,,,,,,54.6,481.1666667
,562,PHL,PH050000000,PH052005000,GIGMOTO,106.034,,,,,,,,,,,,,,8368,78.91808288,6.500956023,40,300.0492813,,353.8661856,,,,,,61.0806591,292.7855265
,563,PHL,PH050000000,PH052006000,PANDAN,106.047,,,,,,,,,,,,,,20516,193.4613898,7.364983428,40,284.708148,,499.4597517,,,,,,77.805979,421.6537727
,564,PHL,PH050000000,PH052007000,PANGANIBAN (PAYO),50.585,,,,,,,,,,,,,,9287,183.5919739,6.891353505,40,291.1049839,,402.7813545,,,,,,70.88640709,331.8949474
,567,PHL,PH050000000,PH052010000,VIGA,168.222,,,,,,,,,,,,,,21624,128.5444234,7.704402516,40,296.6952951,,427.35,,,,,,57.65,369.7
,1232,PHL,PH130000000,PH133913000,PORT AREA,1.773,,,,,,,,,,,,,,66742,37643.54202,6.782835396,40,364.0037026,,#N/A,,,,,,#N/A,#N/A
,1237,PHL,PH130000000,PH137404000,QUEZON CITY,162.485,,,,,,,,,,,,,,2936116,18070.07416,1.316569236,40,350.9682154,,#N/A,,,,,,#N/A,#N/A
,1239,PHL,PH130000000,PH137501000,CALOOCAN CITY,53.249,,,,,,,,,,,,,,1583978,29746.62435,1.993525163,40,346.9427439,,#N/A,,,,,,#N/A,#N/A
,1247,PHL,PH130000000,PH137605000,PASAY CITY,17.892,,,,,,,,,,,,,,416522,23279.78985,1.468349811,40,368.5521679,,#N/A,,,,,,#N/A,#N/A
,1250,PHL,PH140000000,PH140101000,BANGUED (Capital),119.16,,,,,,,,,,,,,,48163,404.1876469,3.263916284,80,67.48521893,,477.7172295,,,,,,344.8266433,132.8905862
,1251,PHL,PH140000000,PH140102000,BOLINEY,178.413,,,,,,,,,,,,,,3573,20.02656757,7.668625805,80,79.89962653,,694.95,,,,,,550.75,144.2
,1252,PHL,PH140000000,PH140103000,BUCAY,99.035,,,,,,,,,,,,,,17115,172.8176907,5.194274029,80,71.3507151,,515.6781648,,,,,,395.0318035,120.6463613
,1253,PHL,PH140000000,PH140104000,BUCLOC,57.372,,,,,,,,,,,,,,2501,43.5926933,4.678128749,80,74.69381309,,605.3278295,,,,,,483.5027634,121.8250661
,1254,PHL,PH140000000,PH140105000,DAGUIOMAN,93.244,,,,,,,,,,,,,,2088,22.39286174,6.561302682,80,68.96252467,,443.6944134,,,,,,328.8412978,114.8531157
,1255,PHL,PH140000000,PH140106000,DANGLAS,176.619,,,,,,,,,,,,,,4192,23.73470578,4.914122137,85.30158625,53.05957195,,471.1308892,,,,,,311.0627981,160.0680911
,1256,PHL,PH140000000,PH140107000,DOLORES,44.657,,,,,,,,,,,,,,11315,253.3757306,4.49845338,80.50559856,58.74179678,,466.7777728,,,,,,337.5204129,129.2573599
,1257,PHL,PH140000000,PH140108000,LA PAZ,52.661,,,,,,,,,,,,,,15437,293.1391352,5.331346764,80.72061133,59.8806642,,456.9359239,,,,,,320.1341515,136.8017725
,1258,PHL,PH140000000,PH140109000,LACUB,248.107,,,,,,,,,,,,,,3403,13.71585647,9.961798413,91.12469033,43.06921578,,451.8098837,,,,,,306.7032009,145.1066827
,1259,PHL,PH140000000,PH140110000,LAGANGILANG,90.873,,,,,,,,,,,,,,14255,156.8672763,6.096106629,84.39903182,57.37625386,,480.8356558,,,,,,355.834132,125.0015238
,1260,PHL,PH140000000,PH140111000,LAGAYAN,132.972,,,,,,,,,,,,,,4499,33.83419066,5.690153367,90,45.33263504,,437.8110027,,,,,,286.8865598,150.9244429
,1261,PHL,PH140000000,PH140112000,LANGIDEN,89.794,,,,,,,,,,,,,,3198,35.61485177,6.472795497,80,70.34683547,,506.6296697,,,,,,369.1076354,137.5220343
,1262,PHL,PH140000000,PH140113000,LICUAN-BAAY (LICUAN),275.356,,,,,,,,,,,,,,4689,17.02886445,5.118362124,83.47428038,59.75724586,,488.6,,,,,,366.25,122.35
,1263,PHL,PH140000000,PH140114000,LUBA,137.091,,,,,,,,,,,,,,6339,46.23935926,5.521375611,80,92.65623679,,701.85,,,,,,563.85,138
,1264,PHL,PH140000000,PH140115000,MALIBCONG,259.201,,,,,,,,,,,,,,3428,13.22525762,7.64294049,88.85616409,52.19232663,,487.3333333,,,,,,359.6333333,127.7
,1265,PHL,PH140000000,PH140116000,MANABO,77.114,,,,,,,,,,,,,,10761,139.5466452,6.402750674,80,82.68918135,,595.3631133,,,,,,463.3000737,132.0630396
,1266,PHL,PH140000000,PH140117000,PEÌÔARRUBIA,39.568,,,,,,,,,,,,,,6640,167.8123736,5.737951807,80,72.26783872,,509.4,,,,,,386.2,123.2
,1267,PHL,PH140000000,PH140118000,PIDIGAN,54.945,,,,,,,,,,,,,,12185,221.7672218,5.326220763,80,75.88319438,,503.2487839,,,,,,380.9307545,122.3180294
,1268,PHL,PH140000000,PH140119000,PILAR,84.88,,,,,,,,,,,,,,10223,120.4406221,6.36799374,80,92.14208619,,669.922532,,,,,,534.347155,135.575377
,1269,PHL,PH140000000,PH140120000,SALLAPADAN,133.405,,,,,,,,,,,,,,6622,49.6383194,6.387798248,80,72.16352945,,560.1090117,,,,,,434.2172607,125.891751
,1270,PHL,PH140000000,PH140121000,SAN ISIDRO,45.047,,,,,,,,,,,,,,4574,101.5383932,5.815478793,80,80.52548595,,531.3300331,,,,,,409.3030656,122.0269675
,1271,PHL,PH140000000,PH140122000,SAN JUAN,68.468,,,,,,,,,,,,,,9867,144.1111176,6.263301915,89.11240732,51.3968924,,463.7138094,,,,,,322.9843743,140.729435
,1272,PHL,PH140000000,PH140123000,SAN QUINTIN,57.325,,,,,,,,,,,,,,5438,94.86262538,5.90290548,80,80.38349511,,497.39141,,,,,,377.6392056,119.7522044
,1273,PHL,PH140000000,PH140124000,TAYUM,48.4,,,,,,,,,,,,,,14467,298.9049587,5.26024746,80,64.64506173,,457.9554601,,,,,,330.9219226,127.0335375
,1274,PHL,PH140000000,PH140125000,TINEG,744.66,,,,,,,,,,,,,,5097,6.84473451,8.24014126,96.6455649,32.2091475,,422.6,,,,,,274.4125,148.1875
,1275,PHL,PH140000000,PH140126000,TUBO,431.591,,,,,,,,,,,,,,5699,13.20463124,4.667485524,79.85337024,94.89156206,,696.05,,,,,,554.05,142
,1276,PHL,PH140000000,PH140127000,VILLAVICIOSA,88.849,,,,,,,,,,,,,,5392,60.6872334,4.56231454,80,88.09506836,,614.5838851,,,,,,486.2373283,128.3465567
,1277,PHL,PH140000000,PH141101000,ATOK,178.62,,,,,,,,,,,,,,19668,110.1108498,4.265812487,58.29790029,166.222302,,636.15,,,,,,443.15,193
,1278,PHL,PH140000000,PH141102000,BAGUIO CITY,58.134,,,,,,,,,,,,,,345366,5940.86077,0.926263732,50,190.6658432,,582.8428088,,,,,,317.3650128,265.477796
,1279,PHL,PH140000000,PH141103000,BAKUN,315.461,,,,,,,,,,,,,,15357,48.6811365,6.094940418,60.01540655,145.1511629,,660.6,,,,,,525.6,135
,1280,PHL,PH140000000,PH141104000,BOKOD,388.871,,,,,,,,,,,,,,13756,35.37419864,4.267228846,53.18073778,175.608608,,556.3,,,,,,288,268.3
,1281,PHL,PH140000000,PH141105000,BUGUIAS,176.476,,,,,,,,,,,,,,43627,247.2120855,3.092121851,60,145.2802806,,512.1540817,,,,,,320.8499718,191.30411
,1282,PHL,PH140000000,PH141106000,ITOGON,436.806,,,,,,,,,,,,,,59820,136.9486683,1.534603811,50,194.3640087,,582.3,,,,,,300.475,281.825
,1283,PHL,PH140000000,PH141107000,KABAYAN,190.275,,,,,,,,,,,,,,15260,80.19971094,5.950196592,60,157.9037033,,525.0894051,,,,,,269.899895,255.1895101
,1284,PHL,PH140000000,PH141108000,KAPANGAN,181.121,,,,,,,,,,,,,,19361,106.8953904,5.27348794,56.07471459,169.8802888,,680.35,,,,,,505.2,175.15
,1285,PHL,PH140000000,PH141109000,KIBUNGAN,167.148,,,,,,,,,,,,,,17292,103.4532271,8.506823965,60,156.721239,,597.5759732,,,,,,427.1721196,170.4038536
,1286,PHL,PH140000000,PH141110000,LA TRINIDAD (Capital),70.479,,,,,,,,,,,,,,129133,1832.219526,0.652815314,50,184.2967962,,648.55,,,,,,416.2,232.35
,1287,PHL,PH140000000,PH141111000,MANKAYAN,146.184,,,,,,,,,,,,,,35953,245.9434685,1.830167163,63.19732904,136.0245084,,607.75,,,,,,478,129.75
,1288,PHL,PH140000000,PH141112000,SABLAN,101.65,,,,,,,,,,,,,,11457,112.7102804,3.543685083,50,183.9052541,,652.4015641,,,,,,431.5165191,220.8850449
,1289,PHL,PH140000000,PH141113000,TUBA,342.245,,,,,,,,,,,,,,47648,139.2219024,2.132303559,50,200.3990849,,594.4,,,,,,334.35,260.05
,1290,PHL,PH140000000,PH141114000,TUBLAY,76.356,,,,,,,,,,,,,,17892,234.3234323,4.303599374,50,178.2967719,,550.9588644,,,,,,321.5884562,229.3704082
,1291,PHL,PH140000000,PH142701000,BANAUE,192.223,,,,,,,,,,,,,,21837,113.6024305,4.176397857,70.08636381,115.463835,,460.5662885,,,,,,274.8582865,185.708002
,1292,PHL,PH140000000,PH142702000,HUNGDUAN,241.534,,,,,,,,,,,,,,9400,38.91791632,4.808510638,69.14245582,126.2553607,,499.1081488,,,,,,328.8713437,170.236805
,1293,PHL,PH140000000,PH142703000,KIANGAN,119.159,,,,,,,,,,,,,,17048,143.0693443,4.487329892,67.65882785,131.9206862,,517.95,,,,,,316.3,201.65
