ID,OBJECTID,ISO,P_Code,M_Code,Municipality,Area (km2),Avg. Elevation (m),Perimeter (m),Coastline length (m),C/P Ratio,Distance to coastline (m. mean),Distance to coastline (m. stdev),Ruggedness index (mean),Ruggedness index (stdev),Slope (mean),Slope (stdev),Landuse (Most common),Population 2010 census,Population 2013 est.,Population 2015 census,Pop. Density 2015 per km2,Poverty (%),Avg. Windspeed (km/h),Distance from typhoon path (km),Area Flooded (%),Rainfallme,Surge Height int. (m),Surge risk class (REACH),People affected,People affected (% 2010),Houses damaged,rain_oct18-20,rain oct11-18
,130,PHL,PH020000000,PH020905000,SABTANG,40.968,,,,,,,,,,,,,,1621,39.56746729,0,50,259.1213871,,20.86922985,,,,,,11.71795453,9.151275315
,131,PHL,PH020000000,PH020906000,UYUGAN,11.305,,,,,,,,,,,,,,1297,114.7279965,0,50,269.1545095,,19.3,,,,,,8.7,10.6
,132,PHL,PH020000000,PH021501000,ABULUG,132.652,,,,,,,,,,,,,,32497,244.9793445,3.067975505,105.7830848,46.89270156,,259.05,,,,,,178,81.05
,133,PHL,PH020000000,PH021502000,ALCALA,180.465,,,,,,,,,,,,,,38883,215.4600615,3.093897076,121.5520453,7.943824592,,337.2,,,,,,189.35,147.85
,134,PHL,PH020000000,PH021503000,ALLACAPAN,230.598,,,,,,,,,,,,,,33571,145.5823554,2.716630425,122.947078,32.25611821,,328.15,,,,,,220.5,107.65
,135,PHL,PH020000000,PH021504000,AMULUNG,287.493,,,,,,,,,,,,,,47860,166.4736185,3.4726285,118.2256478,2.075296947,,339.1,,,,,,197.8,141.3
,136,PHL,PH020000000,PH021505000,APARRI,261.22,,,,,,,,,,,,,,65649,251.3168976,3.128760529,100.9390389,65.30902634,,222.9,,,,,,119.9,103
,137,PHL,PH020000000,PH021506000,BAGGAO,926.966,,,,,,,,,,,,,,82782,89.30424633,3.423449542,129.5555182,19.45917549,,273.9777778,,,,,,142.5888889,131.3888889
,138,PHL,PH020000000,PH021507000,BALLESTEROS,129.406,,,,,,,,,,,,,,34299,265.049534,2.778506662,109.3889413,45.95282919,,249.1294901,,,,,,133.0038754,116.1256147
,139,PHL,PH020000000,PH021508000,BUGUEY,128.775,,,,,,,,,,,,,,30175,234.3234323,3.214581607,109.3080497,46.77636057,,306.8678436,,,,,,124.7710376,182.0968059
,140,PHL,PH020000000,PH021509000,CALAYAN,502.573,,,,,,,,,,,,,,16702,33.23298307,6.603999521,70.69906963,136.7945217,,110.48,,,,,,59.62,50.86
,141,PHL,PH020000000,PH021510000,CAMALANIUGAN,89.174,,,,,,,,,,,,,,24923,279.4872945,2.351241825,110,45.29826361,,275.9,,,,,,131.45,144.45
,142,PHL,PH020000000,PH021511000,CLAVERIA,128.969,,,,,,,,,,,,,,29921,232.0014887,1.871595201,104.4292629,51.0953043,,353.15,,,,,,265.35,87.8
,143,PHL,PH020000000,PH021512000,ENRILE,152.416,,,,,,,,,,,,,,35834,235.1065505,2.51158118,103.0257627,29.50802717,,332.15,,,,,,212.85,119.3
,144,PHL,PH020000000,PH021513000,GATTARAN,638.695,,,,,,,,,,,,,,56661,88.71370529,2.82910644,124.9119648,29.627988,,272.6333333,,,,,,133.5,139.1333333
,145,PHL,PH020000000,PH021514000,GONZAGA,527.152,,,,,,,,,,,,,,38892,73.77758218,2.838630052,98.73463886,59.06693513,,301.425,,,,,,100.45,200.975
,146,PHL,PH020000000,PH021515000,IGUIG,78.157,,,,,,,,,,,,,,27862,356.4875827,2.354461273,119.3631322,6.650370146,,315.9714678,,,,,,175.1977198,140.773748
,147,PHL,PH020000000,PH021516000,LAL-LO,641.259,,,,,,,,,,,,,,44506,69.40409413,2.094099672,116.0516669,39.28044678,,301.4166667,,,,,,122.15,179.2666667
,148,PHL,PH020000000,PH021517000,LASAM,206.921,,,,,,,,,,,,,,39135,189.1301511,2.790341127,122.1922015,17.81786788,,338.0530465,,,,,,185.8120397,152.2410067
,149,PHL,PH020000000,PH021518000,PAMPLONA,213.076,,,,,,,,,,,,,,23596,110.7398299,3.530259366,104.862859,47.90108614,,300.2,,,,,,249.55,50.65
,150,PHL,PH020000000,PH021519000,PEÌÔABLANCA,1138.283,,,,,,,,,,,,,,48584,42.68182868,2.747818212,121.2611362,5.582994996,,285.9,,,,,,163.8444444,122.0555556
,151,PHL,PH020000000,PH021520000,PIAT,132.005,,,,,,,,,,,,,,23597,178.7583804,2.618976989,110.1262465,12.47606713,,361.9956972,,,,,,214.073876,147.9218212
,152,PHL,PH020000000,PH021521000,RIZAL,340.02,,,,,,,,,,,,,,17994,52.92041645,4.562631988,114.8177302,3.183653698,,504.8333333,,,,,,298.9,205.9333333
,153,PHL,PH020000000,PH021522000,SANCHEZ-MIRA,138.319,,,,,,,,,,,,,,24541,177.4232029,2.831995436,100.9578516,52.68663715,,315.0463258,,,,,,247.7330752,67.31325065
,154,PHL,PH020000000,PH021523000,SANTA ANA,434.499,,,,,,,,,,,,,,32906,75.73320077,3.160517839,89.87565795,77.45693528,,219.7,,,,,,90.625,129.075
,155,PHL,PH020000000,PH021524000,SANTA PRAXEDES,86.296,,,,,,,,,,,,,,4154,48.13664596,2.383245065,112.4695998,42.96618092,,342.5333921,,,,,,259.4783701,83.05502195
,156,PHL,PH020000000,PH021525000,SANTA TERESITA,127.512,,,,,,,,,,,,,,19038,149.303595,2.715621389,107.5532372,47.45264598,,302.1895591,,,,,,106.2007273,195.9888319
,157,PHL,PH020000000,PH021526000,SANTO NIÌÔO (FAIRE),361.189,,,,,,,,,,,,,,27219,75.35943786,4.335207025,118.5833782,2.51656889,,405.8,,,,,,235.5666667,170.2333333
,158,PHL,PH020000000,PH021527000,SOLANA,272.854,,,,,,,,,,,,,,82502,302.3668335,3.475067271,108.9201139,19.40785634,,342.8335878,,,,,,204.105382,138.7282057
,159,PHL,PH020000000,PH021528000,TUAO,187.881,,,,,,,,,,,,,,61535,327.5211437,3.025920208,105.863176,22.91651294,,414.2,,,,,,266.8,147.4
,160,PHL,PH020000000,PH021529000,TUGUEGARAO CITY (Capital),119.554,,,,,,,,,,,,,,153502,1283.955367,0.613021329,109.9780192,21.09161556,,308.8889918,,,,,,180.9363822,127.9526096
,161,PHL,PH020000000,PH023101000,ALICIA,158.376,,,,,,,,,,,,,,71504,451.4825479,2.397068695,70,106.4711764,,404.5,,,,,,202.4,202.1
,162,PHL,PH020000000,PH023102000,ANGADANAN,194.521,,,,,,,,,,,,,,43061,221.3694151,3.773716356,70,105.4725064,,314.3131226,,,,,,165.5485046,148.764618
,163,PHL,PH020000000,PH023103000,AURORA,74.75,,,,,,,,,,,,,,35017,468.4548495,1.936202416,80,90.12007374,,356.1524192,,,,,,188.3179274,167.8344918
,164,PHL,PH020000000,PH023104000,BENITO SOLIVEN,176.671,,,,,,,,,,,,,,29624,167.678906,4.709019714,78.58568086,86.68048949,,296.5780194,,,,,,155.1943197,141.3836997
,165,PHL,PH020000000,PH023105000,BURGOS,77.252,,,,,,,,,,,,,,23784,307.8755243,3.224857047,80,79.09489991,,330.2175739,,,,,,178.9945364,151.2230375
,166,PHL,PH020000000,PH023106000,CABAGAN,307.601,,,,,,,,,,,,,,50174,163.1139041,3.386215968,97.64527456,39.549669,,274.7,,,,,,148.725,125.975
,167,PHL,PH020000000,PH023107000,CABATUAN,63.907,,,,,,,,,,,,,,39413,616.7243025,1.948595641,80,94.57899697,,356.1134196,,,,,,189.9000665,166.2133531
,168,PHL,PH020000000,PH023108000,CITY OF CAUAYAN,336.546,,,,,,,,,,,,,,129523,384.859722,1.972622623,76.61146038,94.57497227,,318.8,,,,,,174.9,143.9
,169,PHL,PH020000000,PH023109000,CORDON,224.505,,,,,,,,,,,,,,42926,191.2028685,3.170572613,69.06744648,124.8622267,,459.35,,,,,,226.85,232.5
,170,PHL,PH020000000,PH023110000,DINAPIGUE,952.457,,,,,,,,,,,,,,5005,5.254830402,4.875124875,74.00493183,98.1929536,,278.2285714,,,,,,143.8142857,134.4142857
,171,PHL,PH020000000,PH023111000,DIVILACAN,528.197,,,,,,,,,,,,,,5687,10.76681617,6.295058906,104.9509503,38.68855303,,224.825,,,,,,121.85,102.975
,172,PHL,PH020000000,PH023112000,ECHAGUE,443.692,,,,,,,,,,,,,,79094,178.2632998,2.431284295,68.94831107,120.7839228,,361.95,,,,,,185.275,176.675
,173,PHL,PH020000000,PH023113000,GAMU,96.6,,,,,,,,,,,,,,29904,309.5652174,2.287319422,80,74.75231261,,308.3943857,,,,,,168.3441029,140.0502828
,174,PHL,PH020000000,PH023114000,ILAGAN CITY (Capital),961.905,,,,,,,,,,,,,,145568,151.3330318,2.659238294,87.09303587,58.70650048,,277.6125,,,,,,150.4125,127.2
,175,PHL,PH020000000,PH023115000,JONES,464.976,,,,,,,,,,,,,,45666,98.21152059,2.156965795,62.19829367,128.9804321,,347.85,,,,,,179.3,168.55
,176,PHL,PH020000000,PH023116000,LUNA,45.588,,,,,,,,,,,,,,19326,423.9273493,2.40091069,80,88.93055135,,326.741875,,,,,,186.686677,140.055198
,177,PHL,PH020000000,PH023117000,MACONACON,463.945,,,,,,,,,,,,,,4253,9.167034886,6.418998354,112.3192583,25.15043286,,256.9666667,,,,,,136.7,120.2666667
,178,PHL,PH020000000,PH023118000,DELFIN ALBANO (MAGSAYSAY),177.828,,,,,,,,,,,,,,26614,149.6614706,3.31780266,88.74145768,56.81194834,,292.4276356,,,,,,155.7733977,136.6542379
,179,PHL,PH020000000,PH023119000,MALLIG,116.188,,,,,,,,,,,,,,30459,262.152718,3.171476411,80,67.37780182,,337.2812954,,,,,,183.8328969,153.4483985
,180,PHL,PH020000000,PH023120000,NAGUILIAN,163.188,,,,,,,,,,,,,,31902,195.4923156,3.444925083,80,82.08055886,,292.9471917,,,,,,160.2086505,132.7385411
,181,PHL,PH020000000,PH023121000,PALANAN,374.12,,,,,,,,,,,,,,17260,46.13492997,7.468134415,89.35700346,59.03106803,,272.7333333,,,,,,128,144.7333333
,182,PHL,PH020000000,PH023122000,QUEZON,216.445,,,,,,,,,,,,,,25860,119.4760794,3.352668213,88.01584983,57.30995311,,364.0333333,,,,,,212,152.0333333
,183,PHL,PH020000000,PH023123000,QUIRINO,125.491,,,,,,,,,,,,,,24501,195.241093,3.126403004,80.00735295,68.88234564,,306.6933571,,,,,,161.0512723,145.6420847
,184,PHL,PH020000000,PH023124000,RAMON,126.301,,,,,,,,,,,,,,52707,417.3126104,2.225510843,70,114.7997261,,402.7304501,,,,,,201.1900945,201.5403556
,185,PHL,PH020000000,PH023125000,REINA MERCEDES,51.6,,,,,,,,,,,,,,26998,523.2170543,2.307578339,80,83.44190443,,320.1618956,,,,,,177.7915066,142.3703889
,186,PHL,PH020000000,PH023126000,ROXAS,118.92,,,,,,,,,,,,,,61773,519.4500505,2.259887006,80,76.80481498,,333.1420283,,,,,,183.7753813,149.366647
,187,PHL,PH020000000,PH023127000,SAN AGUSTIN,188.268,,,,,,,,,,,,,,22880,121.5288844,2.167832168,60,139.2845382,,340.75,,,,,,175,165.75
,188,PHL,PH020000000,PH023128000,SAN GUILLERMO,386.405,,,,,,,,,,,,,,20200,52.27675625,5.643564356,70,110.4651416,,303.1,,,,,,163.8666667,139.2333333
,189,PHL,PH020000000,PH023129000,SAN ISIDRO,64.388,,,,,,,,,,,,,,24861,386.1123191,2.300792406,70,115.9298275,,378.606633,,,,,,189.5446397,189.0619934
,190,PHL,PH020000000,PH023130000,SAN MANUEL,103.997,,,,,,,,,,,,,,31896,306.7011548,3.097567093,80,85.71528589,,348.9056638,,,,,,187.3335204,161.5721435
,191,PHL,PH020000000,PH023131000,SAN MARIANO,1396.387,,,,,,,,,,,,,,55370,39.65233134,8.020588766,79.39435831,79.67606495,,287.1545455,,,,,,146.7090909,140.4454545
,192,PHL,PH020000000,PH023132000,SAN MATEO,110.372,,,,,,,,,,,,,,64505,584.432646,1.970389892,72.90336747,103.446391,,401.9079838,,,,,,201.1840946,200.7238892
,193,PHL,PH020000000,PH023133000,SAN PABLO,450.182,,,,,,,,,,,,,,25384,56.38608385,5.255278916,106.9056299,28.30390581,,258.525,,,,,,147.85,110.675
,194,PHL,PH020000000,PH023134000,SANTA MARIA,118.921,,,,,,,,,,,,,,25382,213.4358103,4.885351824,98.56415583,37.14456435,,287.5875931,,,,,,176.9058628,110.6817304
,195,PHL,PH020000000,PH023135000,CITY OF SANTIAGO,151.784,,,,,,,,,,,,,,134830,888.3017973,1.326114366,68.41558674,124.9920228,,417.3403765,,,,,,195.0482516,222.2921249
,196,PHL,PH020000000,PH023136000,SANTO TOMAS,77.269,,,,,,,,,,,,,,23005,297.7261256,3.729623995,90.89853348,46.81860781,,291.2196654,,,,,,151.3703777,139.8492877
,197,PHL,PH020000000,PH023137000,TUMAUINI,400.366,,,,,,,,,,,,,,67650,168.9703921,3.85218034,92.07124341,47.67870302,,278.6333333,,,,,,149.7,128.9333333
,198,PHL,PH020000000,PH025001000,AMBAGUIO,177.52,,,,,,,,,,,,,,15250,85.90581343,4.550819672,60,157.3711033,,560.15,,,,,,249,311.15
,199,PHL,PH020000000,PH025002000,ARITAO,292.077,,,,,,,,,,,,,,37225,127.4492685,2.256548019,50,190.1023009,,552.1,,,,,,249,303.1
,200,PHL,PH020000000,PH025003000,BAGABAG,146.84,,,,,,,,,,,,,,35501,241.7665486,2.067547393,60,144.1038563,,498.2,,,,,,226.85,271.35
,201,PHL,PH020000000,PH025004000,BAMBANG,229.855,,,,,,,,,,,,,,53433,232.4639447,1.963206258,55.28735582,171.9904574,,566.8,,,,,,246.25,320.55
,202,PHL,PH020000000,PH025005000,BAYOMBONG (Capital),142.551,,,,,,,,,,,,,,61512,431.5087232,2.103654571,60,161.0669548,,493.6427066,,,,,,219.1427021,274.5000045
,203,PHL,PH020000000,PH025006000,DIADI,210.658,,,,,,,,,,,,,,18122,86.02569093,6.290696391,62.64809607,136.1378869,,466.2333333,,,,,,219.7,246.5333333
,204,PHL,PH020000000,PH025007000,DUPAX DEL NORTE,298.1,,,,,,,,,,,,,,27514,92.29788662,2.41695137,50,185.8547403,,479.4333333,,,,,,188.1666667,291.2666667
,205,PHL,PH020000000,PH025008000,DUPAX DEL SUR,412.339,,,,,,,,,,,,,,19111,46.34778665,3.306995971,50,196.7140088,,491.6,,,,,,204.7666667,286.8333333
,206,PHL,PH020000000,PH025009000,KASIBU,616.409,,,,,,,,,,,,,,37705,61.16880188,6.821376475,55.51024937,169.2668189,,483,,,,,,196.675,286.325
,207,PHL,PH020000000,PH025010000,KAYAPA,517.73,,,,,,,,,,,,,,23714,45.80379735,8.539259509,53.80230252,177.0512669,,574.475,,,,,,256.7,317.775
,208,PHL,PH020000000,PH025011000,QUEZON,212.253,,,,,,,,,,,,,,21056,99.20236699,3.11075228,60,155.2446366,,478.05,,,,,,207.9,270.15
,209,PHL,PH020000000,PH025012000,SANTA FE,247.239,,,,,,,,,,,,,,16180,65.44274973,5.512978986,50,200.2786294,,562.9,,,,,,243,319.9
,210,PHL,PH020000000,PH025013000,SOLANO,88.519,,,,,,,,,,,,,,59517,672.3641252,1.367676462,60,152.6742592,,487.5888212,,,,,,218.4436578,269.1451634
,211,PHL,PH020000000,PH025014000,VILLAVERDE,67.827,,,,,,,,,,,,,,18507,272.8559423,2.361268709,60,147.2328244,,498.1080067,,,,,,226.8378244,271.2701823
,212,PHL,PH020000000,PH025015000,ALFONSO CASTANEDA,466.633,,,,,,,,,,,,,,7940,17.01551326,5.251889169,50,213.3276395,,628.325,,,,,,202.325,426
,213,PHL,PH020000000,PH025701000,AGLIPAY,280.24,,,,,,,,,,,,,,27787,99.15429632,4.818800158,58.81941857,151.4593942,,436.3,,,,,,181.9,254.4
,214,PHL,PH020000000,PH025702000,CABARROGUIS (Capital),189.051,,,,,,,,,,,,,,30582,161.7658727,4.273755804,60,151.7078641,,425.95,,,,,,199.35,226.6
,215,PHL,PH020000000,PH025703000,DIFFUN,287.823,,,,,,,,,,,,,,52569,182.6434997,4.365690806,60,141.9171261,,419.7105963,,,,,,193.9952948,225.7153015
,216,PHL,PH020000000,PH025704000,MADDELA,770.335,,,,,,,,,,,,,,38499,49.97695808,2.485778851,59.85024606,150.4834352,,355.62,,,,,,170.22,185.4
,217,PHL,PH020000000,PH025705000,SAGUDAY,50.158,,,,,,,,,,,,,,16070,320.3875753,3.764779091,60,137.8158427,,421.7671053,,,,,,194.8484834,226.9186219
,218,PHL,PH020000000,PH025706000,NAGTIPUNAN,1189.746,,,,,,,,,,,,,,23484,19.73866691,7.809572475,50.08683051,182.9616529,,466.1333333,,,,,,161.7444444,304.3888889
,219,PHL,PH030000000,PH030801000,ABUCAY,76.967,,,,,,,,,,,,,,39880,518.1441397,2.091273821,40,367.6410014,,730.6118359,,,,,,217.0819753,513.5298606
,221,PHL,PH030000000,PH030803000,CITY OF BALANGA (Capital),89.676,,,,,,,,,,,,,,96061,1071.200767,1.276272369,40,373.2961172,,607.8215492,,,,,,132.7626375,475.0589117
,224,PHL,PH030000000,PH030806000,LIMAY,60.754,,,,,,,,,,,,,,68071,1120.436514,2.055207063,40,384.0479666,,604.2960718,,,,,,84.42551196,519.8705598
,225,PHL,PH030000000,PH030807000,MARIVELES,194.51,,,,,,,,,,,,,,127536,655.6783713,1.25611592,40,392.6400964,,551.9,,,,,,56.9,495
,226,PHL,PH030000000,PH030808000,MORONG,173.816,,,,,,,,,,,,,,29901,172.0267409,4.324270091,40,375.0994295,,741.8,,,,,,177.15,564.65
,228,PHL,PH030000000,PH030810000,ORION,89.725,,,,,,,,,,,,,,56002,624.1515743,2.771329595,40,379.6678725,,604.1537553,,,,,,101.0232144,503.1305409
,229,PHL,PH030000000,PH030811000,PILAR,45.597,,,,,,,,,,,,,,41823,917.2313968,2.116060541,40,376.0024876,,609.5353733,,,,,,126.2085422,483.3268312
,230,PHL,PH030000000,PH030812000,SAMAL,47.561,,,,,,,,,,,,,,35298,742.1626963,2.252252252,40,363.5632266,,763.05,,,,,,200.05,563
,231,PHL,PH030000000,PH031401000,ANGAT,49.425,,,,,,,,,,,,,,59237,1198.523015,2.267164104,40,326.855852,,678.3123957,,,,,,164.8552528,513.457143
,232,PHL,PH030000000,PH031402000,BALAGTAS (BIGAA),21.49,,,,,,,,,,,,,,73929,3440.158213,2.23187112,40,341.1284198,,628.3247373,,,,,,135.9410205,492.3837168
,233,PHL,PH030000000,PH031403000,BALIUAG,45.782,,,,,,,,,,,,,,149954,3275.392075,1.222374862,40,328.2429471,,805.4992083,,,,,,257.5628956,547.9363127
,234,PHL,PH030000000,PH031404000,BOCAUE,26.364,,,,,,,,,,,,,,119675,4539.33394,1.968665135,40,343.3525484,,667.9936233,,,,,,128.8658899,539.1277334
,235,PHL,PH030000000,PH031405000,BULACAN,72.373,,,,,,,,,,,,,,76565,1057.922153,2.23992686,40,348.8007871,,650.8376155,,,,,,112.9021762,537.9354394
,236,PHL,PH030000000,PH031406000,BUSTOS,39.882,,,,,,,,,,,,,,67039,1680.933755,2.083861633,40,329.745938,,720.216504,,,,,,208.209565,512.006939
,237,PHL,PH030000000,PH031407000,CALUMPIT,46.83,,,,,,,,,,,,,,108757,2322.378817,2.083544048,40,338.7237426,,813.5622043,,,,,,251.3411407,562.2210636
,238,PHL,PH030000000,PH031408000,GUIGUINTO,22.328,,,,,,,,,,,,,,99730,4466.589036,1.387746917,40,340.5388684,,689.306345,,,,,,157.8942736,531.4120714
,239,PHL,PH030000000,PH031409000,HAGONOY,83.45,,,,,,,,,,,,,,129807,1555.506291,2.516043049,40,348.7380725,,763.8043208,,,,,,240.3535583,523.4507624
,240,PHL,PH030000000,PH031410000,CITY OF MALOLOS (Capital),70.877,,,,,,,,,,,,,,252074,3556.499287,1.243682411,40,343.7717017,,694.056016,,,,,,159.0211114,535.0349046
,241,PHL,PH030000000,PH031411000,MARILAO,28.354,,,,,,,,,,,,,,221965,7828.348734,1.135314126,40,344.625951,,577.4365458,,,,,,98.91738414,478.5191616
,242,PHL,PH030000000,PH031412000,CITY OF MEYCAUAYAN,31.795,,,,,,,,,,,,,,209083,6575.971065,1.523318491,40,346.8792743,,576.0117206,,,,,,98.78327961,477.228441
,243,PHL,PH030000000,PH031413000,NORZAGARAY,297.427,,,,,,,,,,,,,,111348,374.370854,3.052591874,40,325.9538091,,616.35,,,,,,109,507.35
,245,PHL,PH030000000,PH031415000,PANDI,50.438,,,,,,,,,,,,,,89075,1766.029581,3.054729161,40,334.1431934,,643.434789,,,,,,150.8500374,492.5847516
,246,PHL,PH030000000,PH031416000,PAOMBONG,45.313,,,,,,,,,,,,,,53294,1176.13047,2.536870942,40,347.6456671,,753.6115134,,,,,,229.4245277,524.1869856
,247,PHL,PH030000000,PH031417000,PLARIDEL,35.76,,,,,,,,,,,,,,107805,3014.681208,1.290292658,40,336.405495,,700.421709,,,,,,170.1075569,530.3141521
,248,PHL,PH030000000,PH031418000,PULILAN,42.667,,,,,,,,,,,,,,97323,2280.989992,2.044737626,40,334.0038945,,802.9489711,,,,,,252.1648384,550.7841327
,249,PHL,PH030000000,PH031419000,SAN ILDEFONSO,166.633,,,,,,,,,,,,,,104471,626.9526444,2.645710293,40,313.5196062,,865.05,,,,,,312.25,552.8
,250,PHL,PH030000000,PH031420000,CITY OF SAN JOSE DEL MONTE,107.884,,,,,,,,,,,,,,574089,5321.354418,2.57416533,40,336.0257448,,617.1119083,,,,,,106.7903065,510.3216018
,251,PHL,PH030000000,PH031421000,SAN MIGUEL,232.017,,,,,,,,,,,,,,153882,663.2358836,3.20180398,40,300.8365592,,865.0333333,,,,,,303.4666667,561.5666667
,252,PHL,PH030000000,PH031422000,SAN RAFAEL,101.695,,,,,,,,,,,,,,94655,930.773391,2.250277323,40,321.8498443,,750.936696,,,,,,230.4104636,520.5262324
,253,PHL,PH030000000,PH031423000,SANTA MARIA,79.147,,,,,,,,,,,,,,256454,3240.223887,1.904435103,40,337.0790992,,620.2490262,,,,,,123.0548496,497.1941766
,254,PHL,PH030000000,PH031424000,DOÌÔA REMEDIOS TRINIDAD,975.616,,,,,,,,,,,,,,22663,23.22942633,8.64404536,40,305.3246048,,707.7142857,,,,,,190.6428571,517.0714286
,255,PHL,PH030000000,PH034901000,ALIAGA,95.304,,,,,,,,,,,,,,63543,666.7401158,4.773145744,40,272.2418416,,779.947795,,,,,,242.6610048,537.2867902
,256,PHL,PH030000000,PH034902000,BONGABON,215.581,,,,,,,,,,,,,,64173,297.6746559,4.413070918,40.0110975,243.1663869,,719.15,,,,,,231.2,487.95
,257,PHL,PH030000000,PH034903000,CABANATUAN CITY,189.297,,,,,,,,,,,,,,302231,1596.596882,2.142731884,40,269.0382248,,728.5202088,,,,,,217.3572114,511.1629974
,258,PHL,PH030000000,PH034904000,CABIAO,112.335,,,,,,,,,,,,,,79007,703.3159745,3.194653638,40,301.1507733,,921.1576203,,,,,,294.9498629,626.2077574
,259,PHL,PH030000000,PH034905000,CARRANGLAN,734.707,,,,,,,,,,,,,,41131,55.9828612,6.061121782,50,213.1990246,,608.48,,,,,,234.04,374.44
,260,PHL,PH030000000,PH034906000,CUYAPO,178.479,,,,,,,,,,,,,,65039,364.4070171,5.164593552,40,248.9115318,,843.5452174,,,,,,291.6602334,551.884984
,261,PHL,PH030000000,PH034907000,GABALDON (BITULOK & SABANI),367.519,,,,,,,,,,,,,,35383,96.27529461,5.624169799,40,257.6569295,,729.75,,,,,,213.4,516.35
,262,PHL,PH030000000,PH034908000,CITY OF GAPAN,172.216,,,,,,,,,,,,,,110303,640.4921726,1.872115899,40,289.9668794,,823.1376127,,,,,,252.9840298,570.1535829
,263,PHL,PH030000000,PH034909000,GENERAL MAMERTO NATIVIDAD,108.429,,,,,,,,,,,,,,41656,384.1776646,4.347512963,40,256.5142027,,710.7273049,,,,,,218.7366047,491.9907002
,264,PHL,PH030000000,PH034910000,GENERAL TINIO (PAPAYA),563.221,,,,,,,,,,,,,,47865,84.98440222,3.257077196,40,278.1502624,,800.04,,,,,,222.9,577.14
,265,PHL,PH030000000,PH034911000,GUIMBA,215.488,,,,,,,,,,,,,,118655,550.63391,5.009481269,40,260.440714,,845.9682825,,,,,,287.8359977,558.1322849
,266,PHL,PH030000000,PH034912000,JAEN,98.144,,,,,,,,,,,,,,73184,745.6798174,5.618714473,40,284.7750372,,836.9332755,,,,,,259.5169505,577.416325
,267,PHL,PH030000000,PH034913000,LAUR,156.274,,,,,,,,,,,,,,35656,228.1633541,6.139219206,40,257.0269376,,712.4934958,,,,,,210.5148388,501.978657
,268,PHL,PH030000000,PH034914000,LICAB,64.497,,,,,,,,,,,,,,28254,438.0668868,6.253981737,40,273.0062602,,809.1218014,,,,,,256.007057,553.1147445
,269,PHL,PH030000000,PH034915000,LLANERA,100.141,,,,,,,,,,,,,,39701,396.4510041,4.213999647,40,249.6759904,,744.8272796,,,,,,231.1565515,513.6707281
,270,PHL,PH030000000,PH034916000,LUPAO,116.804,,,,,,,,,,,,,,43788,374.8844218,5.759568832,44.56926621,234.4765316,,712.4809692,,,,,,231.0224526,481.4585167
,271,PHL,PH030000000,PH034917000,SCIENCE CITY OF MUÌÔOZ,129.504,,,,,,,,,,,,,,81483,629.1929207,4.84886418,40,247.3503998,,804.0912274,,,,,,251.7582265,552.3330008
,272,PHL,PH030000000,PH034918000,NAMPICUAN,46.572,,,,,,,,,,,,,,14954,321.0942197,5.363113548,40,257.489109,,855.3958509,,,,,,297.5980522,557.7977987
,273,PHL,PH030000000,PH034919000,PALAYAN CITY (Capital),131.254,,,,,,,,,,,,,,41041,312.6838039,3.394166809,40,264.5565244,,717.1000083,,,,,,207.2248202,509.8751881
,274,PHL,PH030000000,PH034920000,PANTABANGAN,419.799,,,,,,,,,,,,,,29925,71.28411454,4.741854637,47.02854282,228.5568105,,685.425,,,,,,220.375,465.05
,275,PHL,PH030000000,PH034921000,PEÌÔARANDA,63.102,,,,,,,,,,,,,,29882,473.5507591,2.145104076,40,279.8895662,,788.630068,,,,,,238.8484264,549.7816416
,276,PHL,PH030000000,PH034922000,QUEZON,64.141,,,,,,,,,,,,,,40592,632.8557397,6.860957824,40,267.1822937,,795.5750781,,,,,,246.2318009,549.3432773
,277,PHL,PH030000000,PH034923000,RIZAL,134.492,,,,,,,,,,,,,,64087,476.5116141,3.457799554,40,244.4500365,,709.4353738,,,,,,222.9673456,486.4680282
,278,PHL,PH030000000,PH034924000,SAN ANTONIO,181.37,,,,,,,,,,,,,,77836,429.1558692,3.949329359,40,292.9497978,,932.25,,,,,,292.45,639.8
,279,PHL,PH030000000,PH034925000,SAN ISIDRO,47.81,,,,,,,,,,,,,,51612,1079.523112,2.753235682,40,295.0126423,,851.7521536,,,,,,270.3507511,581.4014025
,280,PHL,PH030000000,PH034926000,SAN JOSE CITY,192.012,,,,,,,,,,,,,,139738,727.7565985,3.099371681,41.909416,238.1738766,,795.85,,,,,,247.1,548.75
,281,PHL,PH030000000,PH034927000,SAN LEONARDO,50.796,,,,,,,,,,,,,,65299,1285.514607,2.845372823,40,284.4041722,,872.1097304,,,,,,266.257739,605.8519913
,282,PHL,PH030000000,PH034928000,SANTA ROSA,107.165,,,,,,,,,,,,,,69467,648.2247002,2.409777304,40,276.1591239,,731.0735148,,,,,,212.4277486,518.6457662
,283,PHL,PH030000000,PH034929000,SANTO DOMINGO,86.225,,,,,,,,,,,,,,57943,671.9976805,4.147179124,40,259.5989554,,826.4618296,,,,,,263.6369977,562.8248319
,284,PHL,PH030000000,PH034930000,TALAVERA,131.819,,,,,,,,,,,,,,124829,946.9727429,4.695223065,40,257.5321616,,821.95,,,,,,262.4,559.55
,285,PHL,PH030000000,PH034931000,TALUGTUG,106.952,,,,,,,,,,,,,,23817,222.6886828,6.621320905,40,247.4048593,,837.0595914,,,,,,274.0261432,563.0334482
